image,attncheck_correct,response,attncheck_response,slide_number,vignette,audio,sentence,workerid,writer,kind,attncheck,slide_type,rating,Answer.time_in_minutes,condition,order
,choice1,,choice1,,train,,"Writer 1: Joe knows that his coworker Suzie rides the 5:30pm train home from work. It’s 5:30pm, and Joe has boarded the train. <p>
Writer 2: Because Suzie must be on the train, Joe tries to find her so they can ride together. <p>
Writer 3: <b> Suzie is sick, so she stayed home from work and didn’t ride the train today. </b>
",315,Writer 3,3rdpartyshift,What is the name of a character mentioned in the story?,,6,3.3305833333333332,must,1
Jennifer,,"[0, 'Jennifer']",,1,,,,316,,,,bot_check,,1.10395,,
,choice2,,choice2,,exam,,"Writer 1: Mr. Peterson sees that two of his students, Joe and Suzie, have had identical answers on every exam this semester. <p>
Writer 2: Because Joe and Suzie must be cheating in his class, Mr. Peterson reports them to the school's administrators. <p>
Writer 3: <b> Joe and Suzie are doing honest work in Mr. Peterson's class - they have never even discussed the exams together. </b>
",316,Writer 3,3rdpartyshift,What is the name of the teacher in the story?,,2,1.10395,must,1
Jennifer,,"[0, 'Jennifer']",,1,,,,317,,,,bot_check,,1.8653166666666667,,
,choice1,,choice1,,beach,," Writer 1: John is trying to decide where to go on vacation. 
 <p>
 Writer 2: He loves the beach, so he's considering going to Florida. 
 <p>
Writer 3: <b> Because he hates the beach, he'll most likely go to Paris. </b>",317,Writer 3,control,What is the name of the person in the story?,,1,1.8653166666666667,bad,1
Susan,,"[0, 'Susan']",,1,,,,318,,,,bot_check,,0.8288666666666666,,
,choice1,,choice1,,train,,"Writer 1: Joe knows that his coworker Suzie rides the 5:30pm train home from work. It’s 5:30pm, and Joe has boarded the train. <p>
Writer 2: Because Suzie is on the train, Joe tries to find her so they can ride together. <p>
Writer 3: <b> Suzie is sick, so she stayed home from work and didn’t ride the train today. </b>",318,Writer 3,3rdpartyshift,What is the name of a character mentioned in the story?,,1,0.8288666666666666,bare,1
Patricia,,"[0, 'Patricia']",,1,,,,129,,,,bot_check,,0.7568666666666667,,
,choice1,,choice1,,roof,,"Writer 1: Annie lives in an old house with a faulty plumbing system. Today, she wakes up to find a large puddle in her kitchen. <p>
Writer 2: Because a plumbing issue must be to blame for the puddle, she calls her local plumber. <p>
Writer 3: <b> It’s raining today, and a leak in the roof caused the puddle in Annie’s kitchen. </b>

",129,Writer 3,3rdpartyshift,What is the name of the character in the story?,,7,0.7568666666666667,must,1
Sarah,,"[0, 'Sarah']",,1,,,,319,,,,bot_check,,0.9092333333333333,,
,choice1,,choice1,,roof,,"Writer 1: Annie lives in an old house with a faulty plumbing system. Today, she wakes up to find a large puddle in her kitchen. <p>
Writer 2: Because it's clear that a plumbing issue is to blame for the puddle, she calls her local plumber. <p>
Writer 3: <b> It’s raining today, and a leak in the roof caused the puddle in Annie’s kitchen. </b>
",319,Writer 3,3rdpartyshift,What is the name of the character in the story?,,1,0.9092333333333333,clear,1
Elizabeth,,"[0, 'Elizabeth']",,1,,,,320,,,,bot_check,,1.1135333333333333,,
,choice1,,choice1,,shellfish,,"Writer 1: I broke out in hives shortly after eating shellfish last week. <p>
Writer 2: Because the shellfish caused my hives, I decided I’d never eat shellfish again. <p>
Writer 3. <b> My doctor let me know today that I have a rare disease that is to blame for my hives. </b>",320,Writer 3,backshifting,What did the narrator eat in the story?,,5,1.1135333333333333,bare,1
Sarah,,"[0, 'Sarah']",,1,,,,321,,,,bot_check,,0.9520333333333333,,
,choice2,,choice1,,marathon,," Writer 1: For months, Patrick has been preparing to run a marathon happening next week. 
 <p>
 Writer 2: This will be his first marathon, so he's quite nervous.
 <p>
Writer 3: <b> To help calm his nerves, he's been doing yoga before he runs every day. </b>",321,Writer 3,control,What is the name of the person in the story?,,6,0.9520333333333333,good,1
Patricia,,"[0, 'Patricia']",,1,,,,322,,,,bot_check,,3.4835666666666665,,
,choice1,,choice1,,train,,"Writer 1: Joe knows that his coworker Suzie rides the 5:30pm train home from work. It’s 5:30pm, and Joe has boarded the train. <p>
Writer 2: Because Suzie is on the train, Joe tries to find her so they can ride together. <p>
Writer 3: <b> Suzie is sick, so she stayed home from work and didn’t ride the train today. </b>",322,Writer 3,3rdpartyshift,What is the name of a character mentioned in the story?,,1,3.4835666666666665,bare,1
Sarah,,"[0, 'Sarah']",,1,,,,323,,,,bot_check,,2.0059,,
,choice1,,choice1,,train,,"Writer 1: Joe knows that his coworker Suzie rides the 5:30pm train home from work. It’s 5:30pm, and Joe has boarded the train. <p>
Writer 2: Because it's clear that Suzie is on the train, Joe tries to find her so they can ride together. <p>
Writer 3: <b> Suzie is sick, so she stayed home from work and didn’t ride the train today. </b>",323,Writer 3,3rdpartyshift,What is the name of a character mentioned in the story?,,6,2.0059,clear,1
Sarah,,"[0, 'Sarah']",,1,,,,324,,,,bot_check,,0.8445333333333334,,
,choice2,,choice1,,exam,,"Writer 1: Mr. Peterson sees that two of his students, Joe and Suzie, have had identical answers on every exam this semester. <p>
Writer 2: Because it's clear that Joe and Suzie are cheating in his class, Mr. Peterson reports them to the school's administrators. <p>
Writer 3: <b> Joe and Suzie are doing honest work in Mr. Peterson's class - they have never even discussed the exams together. </b>",324,Writer 3,3rdpartyshift,What is the name of the teacher in the story?,,3,0.8445333333333334,clear,1
Jennifer,,"[0, 'Jennifer']",,1,,,,325,,,,bot_check,,0.9836833333333334,,
,choice2,,choice2,,wildfire,,"Writer 1: The fire department has warned residents of Joan's neighborhood that there is an extreme risk of wildfire this week. Now, Joan smells smoke outside. <p>
Writer 2: Because it's clear that a wildfire is approaching Joan’s neighborhood, she rushes to gather her belongings and gets ready to flee. <p>
Writer 3: <b> The only smoke in Joan's neighborhood is coming from her neighbor's barbecue. </b>",325,Writer 3,3rdpartyshift,What is the name of a character mentioned in the story?,,2,0.9836833333333334,clear,1
Elizabeth,,"[0, 'Elizabeth']",,1,,,,326,,,,bot_check,,0.6521333333333333,,
,choice1,,choice1,,roof,,"Writer 1: Annie lives in an old house with a faulty plumbing system. Today, she wakes up to find a large puddle in her kitchen. <p>
Writer 2: Because it's clear that a plumbing issue is to blame for the puddle, she calls her local plumber. <p>
Writer 3: <b> It’s raining today, and a leak in the roof caused the puddle in Annie’s kitchen. </b>
",326,Writer 3,3rdpartyshift,What is the name of the character in the story?,,1,0.6521333333333333,clear,1
Susan,,"[0, 'Susan']",,1,,,,327,,,,bot_check,,6.01535,,
,choice2,,choice2,,exam,,"Writer 1: Mr. Peterson sees that two of his students, Joe and Suzie, have had identical answers on every exam this semester. <p>
Writer 2: Because Joe and Suzie must be cheating in his class, Mr. Peterson reports them to the school's administrators. <p>
Writer 3: <b> Joe and Suzie are doing honest work in Mr. Peterson's class - they have never even discussed the exams together. </b>
",327,Writer 3,3rdpartyshift,What is the name of the teacher in the story?,,6,6.01535,must,1
Patricia,,"[0, 'Patricia']",,1,,,,129,,,,bot_check,,0.6442833333333333,,
,choice1,,choice2,,beach,," Writer 1: John is trying to decide where to go on vacation. 
 <p>
 Writer 2: He loves the beach, so he's considering going to Florida. 
 <p>
Writer 3: <b> Because he hates the beach, he'll most likely go to Paris. </b>",129,Writer 3,control,What is the name of the person in the story?,,1,0.6442833333333333,bad,1
Jennifer,,"[0, 'Jennifer']",,1,,,,328,,,,bot_check,,1.2248666666666668,,
,choice2,,choice2,,marathon,," Writer 1: For months, Patrick has been preparing to run a marathon happening next week. 
 <p>
 Writer 2: This will be his first marathon, so he's quite nervous.
 <p>
Writer 3: <b> To help calm his nerves, he's been doing yoga before he runs every day. </b>",328,Writer 3,control,What is the name of the person in the story?,,7,1.2248666666666668,good,1
Patricia,,"[0, ' Patricia']",,1,,,,329,,,,bot_check,,1.2205166666666667,,
Patricia,,"[0, ' noone']",,1,,,,329,,,,bot_check,,1.2205166666666667,,
Patricia,,"[0, 'patricia']",,1,,,,329,,,,bot_check,,1.2205166666666667,,
,choice1,,choice1,,shellfish,,"Writer 1: I broke out in hives shortly after eating shellfish last week. <p>
Writer 2: Because the shellfish must have caused my hives, I decided I’d never eat shellfish again. <p>
Writer 3. <b> My doctor let me know today that I have a rare disease that is to blame for my hives. </b>",329,Writer 3,backshifting,What did the narrator eat in the story?,,7,1.2205166666666667,must,1
Barbara,,"[0, 'Barbara']",,1,,,,330,,,,bot_check,,2.03395,,
,choice1,,choice1,,roof,,"Writer 1: Annie lives in an old house with a faulty plumbing system. Today, she wakes up to find a large puddle in her kitchen. <p>
Writer 2: Because it's clear that a plumbing issue is to blame for the puddle, she calls her local plumber. <p>
Writer 3: <b> It’s raining today, and a leak in the roof caused the puddle in Annie’s kitchen. </b>
",330,Writer 3,3rdpartyshift,What is the name of the character in the story?,,1,2.03395,clear,1
Mary,,"[0, 'Mary']",,1,,,,331,,,,bot_check,,2.728,,
,choice2,,choice2,,exam,,"Writer 1: Mr. Peterson sees that two of his students, Joe and Suzie, have had identical answers on every exam this semester. <p>
Writer 2: Because it's clear that Joe and Suzie are cheating in his class, Mr. Peterson reports them to the school's administrators. <p>
Writer 3: <b> Joe and Suzie are doing honest work in Mr. Peterson's class - they have never even discussed the exams together. </b>",331,Writer 3,3rdpartyshift,What is the name of the teacher in the story?,,5,2.728,clear,1
Linda,,"[0, 'Linda']",,1,,,,332,,,,bot_check,,1.3484166666666666,,
,choice2,,choice2,,wildfire,,"Writer 1: The fire department has warned residents of Joan's neighborhood that there is an extreme risk of wildfire this week. Now, Joan smells smoke outside. <p>
Writer 2: Because it's clear that a wildfire is approaching Joan’s neighborhood, she rushes to gather her belongings and gets ready to flee. <p>
Writer 3: <b> The only smoke in Joan's neighborhood is coming from her neighbor's barbecue. </b>",332,Writer 3,3rdpartyshift,What is the name of a character mentioned in the story?,,1,1.3484166666666666,clear,1
Linda,,"[0, 'linda']",,1,,,,333,,,,bot_check,,2.2083666666666666,,
,choice2,,choice2,,exam,,"Writer 1: Mr. Peterson sees that two of his students, Joe and Suzie, have had identical answers on every exam this semester. <p>
Writer 2: Because it's clear that Joe and Suzie are cheating in his class, Mr. Peterson reports them to the school's administrators. <p>
Writer 3: <b> Joe and Suzie are doing honest work in Mr. Peterson's class - they have never even discussed the exams together. </b>",333,Writer 3,3rdpartyshift,What is the name of the teacher in the story?,,7,2.2083666666666666,clear,1
Jessica,,"[0, 'Jessica']",,1,,,,334,,,,bot_check,,0.8115833333333333,,
,choice2,,choice2,,exam,,"Writer 1: Mr. Peterson sees that two of his students, Joe and Suzie, have had identical answers on every exam this semester. <p>
Writer 2: Because it's clear that Joe and Suzie are cheating in his class, Mr. Peterson reports them to the school's administrators. <p>
Writer 3: <b> Joe and Suzie are doing honest work in Mr. Peterson's class - they have never even discussed the exams together. </b>",334,Writer 3,3rdpartyshift,What is the name of the teacher in the story?,,1,0.8115833333333333,clear,1
Susan,,"[0, 'Susan']",,1,,,,335,,,,bot_check,,1.3333833333333334,,
,choice2,,choice2,,marathon,," Writer 1: For months, Patrick has been preparing to run a marathon happening next week. 
 <p>
 Writer 2: This will be his first marathon, and he's afraid he won't even finish.
 <p>
Writer 3:  <b> He's run several marathons already, so he's confident he will finish. </b>",335,Writer 3,control,What is the name of the person in the story?,,1,1.3333833333333334,bad,1
Patricia,,"[0, 'Patricia']",,1,,,,336,,,,bot_check,,1.67875,,
,choice2,,choice2,,dog,,"Writer 1: There was cereal littered all over my kitchen floor this morning. <p>
Writer 2: Because my dog Fido must have gotten into the pantry last night, I sent him to the garage as punishment. <p>
Writer 3: <b> My wife told me later that I caused the mess in the kitchen while sleepwalking last night. </b>",336,Writer 3,backshifting,What is the name of the dog in the story?,,7,1.67875,must,1
Elizabeth,,"[0, 'Elizabeth']",,1,,,,337,,,,bot_check,,1.3319666666666667,,
,choice2,,choice2,,marathon,," Writer 1: For months, Patrick has been preparing to run a marathon happening next week. 
 <p>
 Writer 2: This will be his first marathon, and he's afraid he won't even finish.
 <p>
Writer 3:  <b> He's run several marathons already, so he's confident he will finish. </b>",337,Writer 3,control,What is the name of the person in the story?,,1,1.3319666666666667,bad,1
Sarah,,"[0, 'Sarah']",,1,,,,338,,,,bot_check,,1.5201833333333334,,
,choice2,,choice2,,bus,,"Writer 1: I got to my bus stop five minutes after my bus was scheduled to come. <p>
Writer 2: Because it was clear that I missed my bus, I called an Uber. <p>
Writer 3: <b> My bus was running late this morning; it arrived at my bus stop shortly after my Uber came. </b>
",338,Writer 3,backshifting,Where does the narrator go in the story?,,6,1.5201833333333334,clear,1
Elizabeth,,"[0, 'Elizabeth']",,1,,,,105,,,,bot_check,,1.3734,,
,choice2,,choice1,,marathon,," Writer 1: For months, Patrick has been preparing to run a marathon happening next week. 
 <p>
 Writer 2: This will be his first marathon, and he's afraid he won't even finish.
 <p>
Writer 3:  <b> He's run several marathons already, so he's confident he will finish. </b>",105,Writer 3,control,What is the name of the person in the story?,,1,1.3734,bad,1
